Ticketid,Category,Subcategory_1,Subcategory_2,Subcategory_3
87149,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
87157,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
87178,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
87190,Segnalazioni,Animali,Uccelli,Presenze
87194,Segnalazioni,,,
87196,Segnalazioni,,,
87201,Segnalazioni,Arredo urbano,Rastrelliere,Da spostare
87207,Segnalazioni,,,
87227,Segnalazioni,Verde pubblico,Vegetazione spontanea,
87229,Segnalazioni,,,
87236,Segnalazioni,Servizi comunali,Servizi online,
87254,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
87260,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
87287,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
87295,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
87322,via stradali guelfi,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti
87324,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
87336,Segnalazioni,Verde pubblico,Aree sgambatura cani,Incuria
87339,Segnalazioni,,,
87340,Segnalazioni,,,
87350,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
87354,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
87368,Segnalazioni,Animali,Roditori,Presenze
87373,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
87374,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
87389,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
87403,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
87416,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
87419,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
87423,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
87432,Segnalazioni,,,
87436,Segnalazioni,,,
87439,Segnalazioni,,,
87458,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Aree pedonali/fittonate
87460,Segnalazioni,,,
87461,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
87481,Segnalazioni,,,
87482,Segnalazioni,Microcriminalità,Spaccio,
87502,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
87504,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
87508,Segnalazioni,Servizi comunali,Servizi online,
87510,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
87524,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
87535,Segnalazioni,,,
87536,Segnalazioni,,,
87543,Segnalazioni,,,
87548,Segnalazioni,Arredo urbano,Recinzioni in legno/rete,Danneggiate/incuria
87555,Segnalazioni,,,
87569,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
87571,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
87595,Segnalazioni,Animali,Roditori,Presenze
87603,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
87610,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
87611,Segnalazioni,,,
87613,Segnalazioni,,,
87614,Segnalazioni,,,
87615,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
87618,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
87623,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Violazione codice della strada
87633,Segnalazioni,,,
87637,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
87638,Segnalazioni,Animali,Roditori,Presenze
87644,Segnalazioni,Animali,Insetti,Altri
87646,Segnalazioni,Degrado urbano,Piste ciclabili,Non/mal segnalate
87648,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
87655,Segnalazioni,,,
87657,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
87664,Segnalazioni,,,
87667,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
87673,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
87686,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
87689,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
87690,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
87694,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
87727,Segnalazioni,Arredo urbano,Bagni pubblici,Carenti
87735,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
87738,Segnalazioni,Arredo urbano,Segnaletica verticale non ai sensi del CdS,Danneggiata/imbrattata
87739,Segnalazioni,,,
87742,Segnalazioni,,,
87743,Segnalazioni,Degrado sociale,Segnalazioni,Senza fissa dimora
87747,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
87748,Segnalazioni,,,
87765,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
87766,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
87768,Segnalazioni,Viabilità e traffico,Circolazione,
87770,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
87786,Segnalazioni,Attività produttive,AttivitÃ  commerciali,Violazione regolamento orari
87799,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
87811,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
87812,Segnalazioni,Degrado urbano,Cantieri stradali,Non/mal segnalati
87813,Segnalazioni,Microcriminalità,Vandalismi,
87814,Segnalazioni,,,
87816,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Pulizia strade
87818,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
87819,Segnalazioni,,,
87827,Segnalazioni,Degrado urbano,Piste ciclabili,Dissestate
87829,Segnalazioni,Servizi comunali,Altri servizi,
87830,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
87831,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
87832,Segnalazioni,Arredo urbano,Contenitori rifiuti,
87834,Segnalazioni,Viabilità e traffico,,
87858,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
87869,Segnalazioni,Arredo urbano,Panchine,Carenti
87875,Segnalazioni,,,
87883,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
87889,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Discarica abusiva
87891,Segnalazioni,,,
87897,Segnalazioni,Arredo urbano,Cartelli toponomastici,Numeri civici
87929,Segnalazioni,Animali,Uccelli,Presenze
87955,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
87962,Segnalazioni,,,
87977,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
87988,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
87990,Segnalazioni,,,
87992,Segnalazioni,Degrado urbano,Cantieri edili,
88007,Segnalazioni,,,
88011,Segnalazioni,Microcriminalità,Spaccio,
88014,Segnalazioni,Animali,Roditori,Presenze
88028,Segnalazioni,Arredo urbano,Panchine,Danneggiate/imbrattate
88030,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
88031,Segnalazioni,Animali,Uccelli,Presenze
88033,Segnalazioni,Animali,Insetti,Altri
88036,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88049,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88051,Segnalazioni,Viabilità e traffico,Circolazione,
88052,Segnalazioni,,,
88058,Segnalazioni,Animali,Uccelli,Presenze
88063,Segnalazioni,Arredo urbano,Cartelloni pubblicitari,Da spostare
88064,Segnalazioni,Animali,Roditori,Presenze
88066,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88068,Segnalazioni,,,
88072,Segnalazioni,Degrado urbano,Piazze/strade,
88079,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
88086,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88088,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88093,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
88094,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88095,Segnalazioni,Attività produttive,AttivitÃ  commerciali,
88098,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88102,Segnalazioni,Animali,Cani,
88103,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
88105,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88113,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
88121,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88125,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88126,Segnalazioni,,,
88129,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
88135,Segnalazioni,Verde pubblico,Aree verdi,
88145,Segnalazioni,,,
88149,Segnalazioni,,,
88152,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
88153,Segnalazioni,,,
88156,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88162,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
88164,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
88165,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
88166,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
88168,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
88169,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88174,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88175,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88183,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88185,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88196,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
88198,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
88199,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
88201,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
88208,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Richiesta rimozione
88211,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88217,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
88245,Segnalazioni,,,
88251,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88262,Segnalazioni,Degrado urbano,Piste ciclabili,Imbrattate/sporche
88271,Segnalazioni,Attività produttive,Pubblici esercizi,
88272,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
88275,Segnalazioni,Attività produttive,Pubblici esercizi,Disturbo alla quiete pubblica per assembramento esterno
88278,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88279,Segnalazioni,Degrado urbano,Piste ciclabili,Dissestate
88287,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
88292,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88299,Segnalazioni,Verde pubblico,Aree sgambatura cani,Richiesta
88319,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,
88330,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
88332,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Discarica abusiva
88335,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
88339,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
88343,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
88344,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
88355,Segnalazioni,Degrado urbano,Piste ciclabili,Dissestate
88363,Segnalazioni,,,
88364,Segnalazioni,,,
88368,Segnalazioni,,,
88377,Segnalazioni,,,
88382,Segnalazioni,,,
88385,Segnalazioni,,,
88387,Segnalazioni,,,
88403,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
88417,Segnalazioni,,,
88432,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
88433,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
88434,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
88435,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
88436,Segnalazioni,,,
88447,Segnalazioni,,,
88449,Richieste di informazioni,,,
88461,Segnalazioni,Microcriminalità,Occupazioni abusive,
88480,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88491,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
88492,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88496,Segnalazioni,Verde pubblico,Aree verdi,
88510,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Carenti
88535,Segnalazioni,Degrado urbano,Parcheggi pubblici,
88537,Segnalazioni,Verde pubblico,,
88556,Segnalazioni,,,
88557,Segnalazioni,,,
88563,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88582,Segnalazioni,,,
88583,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88585,Segnalazioni,Arredo urbano,Giochi bimbi,Carenti
88587,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88592,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88611,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
88612,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
88613,Segnalazioni,Arredo urbano,Impianti sportivi,Danneggiati/incuria
88615,Segnalazioni,,,
88627,Segnalazioni,,,
88629,Segnalazioni,Servizi comunali,Servizi online,
88644,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88646,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88654,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88656,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88657,Segnalazioni,,,
88659,Segnalazioni,,,
88666,Segnalazioni,,,
88672,Segnalazioni,,,
88676,Segnalazioni,,,
88679,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88687,Segnalazioni,,,
88698,Segnalazioni,,,
88699,Segnalazioni,,,
88700,Segnalazioni,,,
88726,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
88727,Segnalazioni,,,
88729,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,
88730,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88736,Suggerimenti,,,
88745,Segnalazioni,Animali,Roditori,Presenze
88747,Segnalazioni,,,
88753,Segnalazioni,Animali,Roditori,Presenze
88754,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
88760,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
88761,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88764,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88767,Segnalazioni,,,
88768,Segnalazioni,Degrado urbano,Edifici privati,
88781,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88785,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88788,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88792,Segnalazioni,,,
88793,Segnalazioni,,,
88804,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88805,Segnalazioni,Servizi comunali,Riscossione tributi,
88806,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
88809,Segnalazioni,,,
88811,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88814,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
88816,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88819,Segnalazioni,,,
88825,Segnalazioni,Degrado sociale,Segnalazioni,Tossicodipendenti
88827,Segnalazioni,,,
88836,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88856,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Violazione codice della strada
88857,Segnalazioni,Degrado urbano,Muri pubblici di contenimento stradale,Imbrattati
88861,Segnalazioni,,,
88862,Segnalazioni,,,
88874,Segnalazioni,Animali,Uccelli,Presenze
88885,Segnalazioni,,,
88886,Segnalazioni,,,
88887,Segnalazioni,Animali,Roditori,Presenze
88898,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88904,Segnalazioni,,,
88906,Segnalazioni,,,
88925,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
88933,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88940,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88948,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
88950,Segnalazioni,Microcriminalità,Spaccio,
88958,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88961,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
88990,Segnalazioni,,,
88991,Segnalazioni,,,
88993,Segnalazioni,Arredo urbano,,
89003,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89005,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89013,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89014,Segnalazioni,,,
89015,Segnalazioni,,,
89038,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89045,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89046,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
89048,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
89057,Segnalazioni,Viabilità e traffico,,
89058,Segnalazioni,Verde pubblico,Vegetazione spontanea,
89063,Segnalazioni,Verde pubblico,Vegetazione spontanea,
89067,Segnalazioni,Animali,Cani,Presenze
89068,Richieste di informazioni,,,
89073,Segnalazioni,Animali,Roditori,Presenze
89076,Segnalazioni,Arredo urbano,Segnaletica verticale non ai sensi del CdS,Carente
89078,Richieste di informazioni,,,
89087,Segnalazioni,Degrado urbano,,
89088,Segnalazioni,,,
89089,Segnalazioni,,,
89090,Segnalazioni,,,
89111,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89112,Segnalazioni,,,
89122,Richieste di informazioni,,,
89137,Segnalazioni,Animali,Cani,Presenze
89145,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
89155,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89157,Segnalazioni,,,
89167,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89172,Segnalazioni,Arredo urbano,Segnaletica verticale non ai sensi del CdS,Danneggiata/imbrattata
89173,Segnalazioni,Degrado urbano,Edifici pubblici,
89176,Segnalazioni,Microcriminalità,Spaccio,
89177,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
89179,Segnalazioni,,,
89184,Segnalazioni,,,
89186,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89189,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89194,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89198,Segnalazioni,Degrado urbano,Cantieri edili,Inquinanti/rumorosi
89203,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
89234,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
89236,Segnalazioni,,,
89243,Segnalazioni,Arredo urbano,Pensiline autobus,Danneggiate/imbrattate
89245,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89251,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
89255,Segnalazioni,Verde pubblico,Aree verdi,
89261,Segnalazioni,,,
89273,Segnalazioni,Verde pubblico,,
89275,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89278,Segnalazioni,Viabilità e traffico,,
89282,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
89294,Segnalazioni,Degrado urbano,Colonnine Enel,
89306,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
89308,Segnalazioni,Degrado sociale,Segnalazioni,Senza fissa dimora
89309,Segnalazioni,,,
89310,Segnalazioni,,,
89320,Suggerimenti,,,
89323,Segnalazioni,,,
89330,Segnalazioni,Animali,Cani,Presenze
89337,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
89364,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
89376,Segnalazioni,,,
89378,Segnalazioni,,,
89385,Segnalazioni,Animali,Roditori,Presenze
89390, avendo il marito che si muove solo con il deambulatore non riesce piÃ¹ a portarlo a fare una passeggiata in quanto  sono obbligati a girare in mezzo alla strada rischiando di  essere investiti dalle macchine,Segnalazioni,Verde privato,Aree verdi
89394,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89396,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
89411,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89421,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89423,Segnalazioni,,,
89424,Segnalazioni,,,
89429,Segnalazioni,,,
89432,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89434,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
89439,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89445,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89451,Segnalazioni,Degrado ambientale,Dissesto idro-geologico,Allagamenti
89458,Segnalazioni,,,
89476,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
89477,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
89488,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89489,Segnalazioni,Animali,Cani,Presenze
89493,Segnalazioni,Arredo urbano,Bacheche,Danneggiate/incuria
89494,Segnalazioni,Viabilità e traffico,Passi carrai,
89501,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89510,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,
89522,Segnalazioni,,,
89523,Segnalazioni,,,
89524,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
89528,Segnalazioni,Viabilità e traffico,Circolazione,
89529,Segnalazioni,Verde privato,Alberi/rami,Invadenti
89531,Segnalazioni,Verde pubblico,Vegetazione spontanea,
89537,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89538,Segnalazioni,Degrado urbano,Piazze/strade,Imbrattate
89541,Segnalazioni,,,
89546,Segnalazioni,Verde pubblico,Siepi/aiuole,Invadenti
89569,Segnalazioni,,,
89580,Segnalazioni,,,
89585,Segnalazioni,,,
89611,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
89620,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89628,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89632,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
89634,Segnalazioni,,,
89646,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
89663,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89682,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
89685,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89697,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89698,Segnalazioni,,,
89699,Segnalazioni,,,
89700,Segnalazioni,Animali,Insetti,Zanzara tigre
89705,Segnalazioni,Verde pubblico,Vegetazione spontanea,
89714,Segnalazioni,,,
89718,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
89720,Segnalazioni,Animali,Insetti,Altri
89726,Segnalazioni,Animali,Insetti,Altri
89727,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89730,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
89732,Segnalazioni,,,
89747,Segnalazioni,,,
89760,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89764,Segnalazioni,,,
89775,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
89787,Segnalazioni,Verde pubblico,Vegetazione spontanea,
89790,Segnalazioni,Degrado ambientale,Inquinamento atmosferico,Emissioni odorigene
89791,Segnalazioni,Degrado ambientale,Inquinamento atmosferico,Emissioni odorigene
89793,Segnalazioni,,,
89794,Segnalazioni,,,
89798,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89801,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
89804,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89808,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89831,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89833,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89834,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
89835,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89836,Segnalazioni,Degrado urbano,Piste ciclabili,Carenti
89848,Segnalazioni,Degrado urbano,Piste ciclabili,Dissestate
89851,Segnalazioni,,,
89877,Segnalazioni,,,
89886,Segnalazioni,Degrado ambientale,Inquinamento acustico,Rumore da infrastrutture
